call.acousticIncidents	call.acousticIncidentDuration	call.nearTalkDuration	call.farTalkDuration	call.overTalkDuration	call.noTalkDuration	call.cdReports	call.cdPeriodicity	call.nearTalkPercentage	call.farTalkPercentage	call.overTalkPercentage	call.noTalkPercentage	call.mutedDuration	call.muteOnEvents	call.volumeUpPress	call.volumeDownPress	call__id	call__startTime	call__endTime	call__duration	call__direction	call__source	call__pluginId	call__softphoneVersion	call__lineType	acousticDynamics__farTalk	acousticDynamics__nearTalk	acousticDynamics__overTalk	acousticDynamics__txLevelIn	acousticDynamics__txLevelOut	acousticDynamics__rxLevelIn	acousticDynamics__rxLevelOut	acousticDynamics__txNoiseOut	acousticDynamics__txNoiseIn	acousticDynamics__rxVolume	acousticDynamics__txVolume	acousticDynamics__rxNoiseOut	acousticDynamics__rxNoiseIn	acousticDynamics__periodicity
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	0	0	0	-63.8671875	-92.3359375	-46	-53.62890625	-93.3203125	-74.1796875	6	-0.4921875	-67.078125	-61.6171875	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	0	0	0	-63.86328125	-92.3359375	-45.4453125	-57.01953125	-93.3203125	-72.08984375	6	-0.4921875	-66.25390625	-64.203125	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	0	0	0	-64.30859375	-92.3359375	-45.2421875	-57.4375	-93.3203125	-73.19921875	6	-0.4921875	-68.203125	-63.0859375	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	476	0	0	-53.03125	-92.3359375	-15.875	-18.87890625	-93.3203125	-69.46875	6	-0.4921875	-57.35546875	-51.98828125	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	52	0	0	-62.73828125	-92.3359375	-45.375	-52.2578125	-93.3203125	-71.3359375	6	-0.4921875	-68.83203125	-64.58984375	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	0	0	0	-60.73046875	-92.3359375	-40.8203125	-42.3359375	-93.3203125	-69.90234375	6	-0.4921875	-59.203125	-56.4921875	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	528	0	0	-49.3828125	-92.3359375	-11.98046875	-13.01171875	-93.3203125	-58.55078125	6	-0.4921875	-39.671875	-36.9609375	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	416	0	0	-33.0703125	-92.3359375	-24.23046875	-27.8125	-93.3203125	-66.02734375	6	-0.4921875	-61.015625	-59.65234375	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	10	0	0	-39.65234375	-92.3359375	-34.30078125	-33.52734375	-93.3203125	-63.98828125	6	-0.4921875	-50.0703125	-47.6328125	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	360	0	0	-41.75	-92.3359375	-7.80078125	-11.953125	-93.3203125	-59.6796875	6	-0.4921875	-54.77734375	-50.796875	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	671	0	0	-53.51953125	-92.3359375	-6.4765625	-9.87890625	-93.3203125	-67.046875	6	-0.4921875	-35.87890625	-37.16015625	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	86	0	0	-59.984375	-92.3359375	-36.76171875	-39.546875	-93.3203125	-71.453125	6	-0.4921875	-63.11328125	-62.99609375	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	770	0	0	-55.4296875	-92.3359375	-9.875	-11.015625	-93.3203125	-65.01171875	6	-0.4921875	-49.26171875	-45.3515625	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	181	0	0	-54.765625	-92.3359375	-10.9609375	-11.80859375	-93.3203125	-67.68359375	6	-0.4921875	-38.15625	-37.62890625	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	0	0	0	-52.4453125	-92.3359375	-8.84765625	-10.5234375	-93.3203125	-64.453125	6	-0.4921875	-30.0234375	-32.3671875	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	0	0	0	-61.3046875	-92.3359375	-39.55859375	-45.97265625	-93.3203125	-75.6640625	6	-0.4921875	-67.1484375	-59.25	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	526	0	0	-54.78515625	-92.3359375	-8.4140625	-11.95703125	-93.3203125	-67.0078125	6	-0.4921875	-58.37109375	-53.69140625	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	924	0	0	-58.90234375	-92.3359375	-23.0390625	-28.19921875	-93.3203125	-73.30859375	6	-0.4921875	-62.23828125	-55.328125	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	192	0	0	-61.2421875	-92.3359375	-16.05078125	-19.515625	-93.3203125	-73.28125	6	-0.4921875	-59.90234375	-50.6796875	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	568	0	0	-58.109375	-92.3359375	-17.140625	-19.31640625	-93.3203125	-67.8828125	6	-0.4921875	-40.5390625	-40.55078125	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	550	0	0	-55.3984375	-92.3359375	-13.4375	-17.453125	-93.3203125	-71.47265625	6	-0.4921875	-44.37109375	-45.25	1000
0	0	0	1399859	0	1503141	2903	2903000	0	48	0	52	92796	1	5	3	2.86597E+19	1.49818E+12	1.49818E+12	2909000	outgoing	Avaya	2100	16.0.7369.2130	VOIP	162	0	0	-57.91015625	-92.3359375	-11.47265625	-14.01171875	-93.3203125	-70.06640625	6	-0.4921875	-37.875	-34.44140625	1000
